"","puma","PUMAname","simple_density","logged_density","hholds"
"473","4802309","Dallas (Far North) & Richardson (Southwest) Cities",2193.646742041,1885.19471268484,45586
"474","0400124","Maricopa County--Glendale City (South)",2254.09845565249,1883.13456860198,34577
"475","5311701","Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities",1969.41898297678,1882.91300837831,46571
"476","4800501","South Plains Association of Governments--Lubbock County--Lubbock City (Central)",2105.15773109869,1875.08409385103,42463
"477","2901001","Jackson County--Kansas City (Central)",2339.36782119929,1872.32369752428,76067
"478","1208606","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1980.39234588425,1870.86154923297,30971
"479","1210305","Pinellas County (West Central)--Greater Seminole City",2012.02236986097,1870.45178952648,48491
"480","2601002","Kent County (Central)--Grand Rapids City Area",2058.31953479659,1866.98346877306,74301
"481","0900102","Stamford & Greenwich Towns",3243.29802030421,1866.81468763944,70931
"482","5311702","Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities",2268.98413310871,1857.5315372702,47032
"483","0607113","San Bernardino County (Southwest)--Ontario City",2318.79854329502,1853.49271476158,49928
"484","3904104","Columbus (Northwest), Upper Arlington & Grandview Heights Cities",2136.86460232243,1847.90379992095,47277
"485","1208602","Miami-Dade County (North Central)--Miami Gardens City (North & West)",1971.52334146492,1847.34011376683,27563
"486","0400110","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",2331.69187099681,1844.95746527458,59934
"487","1209506","Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)",2028.71285947986,1844.03361936609,41808
"488","1209903","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",2060.81653987899,1842.08509947108,59246
"489","3402102","Camden County (Central)--Lindenwold & Collingswood Boroughs",2043.10346247376,1838.48010089975,48234
"490","0800806","Adams County (West Central)--Thornton & Federal Heights Cities",2012.94822267881,1837.40188778912,49394
"491","3400905","Middlesex County (Northeast)--Carteret Borough",2024.58530387604,1837.26086389535,37152
"492","4805909","San Antonio (Northwest) & Leon Valley Cities",1893.22892625182,1833.94680833466,39305
"493","0400108","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",2077.5139197451,1833.2462293961,41184
"494","5311607","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",1987.57368575294,1832.49801048266,58314
"495","0607110","San Bernardino County (Southwest)--Fontana City (East)",2132.4528676045,1830.74805360725,27506
"496","0606703","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",1940.31079883178,1830.296006918,45691
"497","4801902","Collin County (Southwest)--Plano City (West)",1962.12941663306,1826.5067293966,45462
"498","1703415","Cook County (North)--Wheeling Township (North & East)",2097.89361501717,1826.24802165008,49208
"499","2401104","Prince Georges County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2069.0307379517,1825.63363402635,42193
"500","5159307","Fairfax County (Northwest)--Reston (North) & Franklin Farm",2287.85577529215,1824.98461500397,60348
"501","0607314","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",2256.022133602,1822.64645570765,60243
"502","0603768","Los Angeles County (Southwest)--Palos Verdes Peninsula",2372.76057116845,1821.99076679333,42577
"503","2401003","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2131.33508672323,1821.64948062685,67842
"504","0800820","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",2062.72158011973,1820.32727339778,47572
"505","3603105","Westchester County (Central)--White Plains City",2752.38173672674,1818.84579331669,60823
"506","4805911","San Antonio City (North), Hollywood Park Town & Shavano Park City",2182.25234624103,1818.83035247338,52367
"507","2101702","KIPDA Area Development District (West)--Louisville/Jefferson County (North Central)",2085.57213058785,1817.52331169265,54247
"508","4806602","Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central)",1954.34248559871,1808.62500873486,41363
"509","4804618","Houston City (Southeast)--West of Pasadena City & Outside Loop I-610",1977.48210085176,1806.93589287758,32816
"510","4801903","Collin County (Southwest)--Plano City (Central)",1857.16373719407,1797.02271306053,39610
"511","2603210","Detroit City (Northeast)",1961.63442574515,1794.56792652378,41009
"512","1201112","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities",2256.25711570042,1792.86414470833,46616
"513","1209905","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1912.12640021896,1792.20030903202,44216
"514","1210303","Pinellas County (Central)--Clearwater City (South & Central)",1841.25957430899,1791.31891504607,43688
"515","2202400","Regional Planning Commission 6--New Orleans City (Northeast)",2145.62728256545,1790.78092752632,53301
"516","0605903","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",2308.33878584464,1788.60565562445,87942
"517","4804605","Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8",2094.03099321413,1784.80897379394,37667
"518","1209906","Palm Beach County (East Central)--Greater Boynton Beach City (North)",1941.51843974176,1781.58656732121,64998
"519","3900904","Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities",1993.27053801913,1780.41589289215,52456
"520","2603006","Macomb County (Southwest)--Warren & Center Line Cities",1861.84289648241,1779.92397225247,57054
"521","1703419","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",2066.34967491331,1778.86999209869,47674
"522","3603104","Westchester County (Southeast)",2380.19350278541,1778.79375668536,39703
"523","0605901","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",2120.97600548252,1778.19644346645,71105
"524","0800805","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities",1922.5062620891,1774.52011666264,46634
"525","0603713","Los Angeles County (East Central)--Covina & Walnut Cities",1995.85337795725,1767.8255710559,33368
"526","1500303","Honolulu County--East Honolulu to Kapahulu",2431.72396792376,1767.80938937369,37249
"527","3603312","Suffolk County (Southwest)--Babylon Town (Southeast)",1915.73266008581,1754.6327863878,32468
"528","0900901","Waterbury Town",2136.3948027581,1752.81938931103,39816
"529","4803304","El Paso City (Central)",1915.55600155762,1751.03545153784,37101
"530","1802305","Marion County--Center Township--Indianapolis City (Central)",2065.56354097167,1741.0475860518,61209
"531","1500307","Honolulu County--Central Oahu",2361.7530302419,1740.25485181528,42309
"532","5159306","Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",1945.31368679595,1740.13186062445,37878
"533","3200407","Clark County (West)--Las Vegas City (Southwest)",2302.69749323752,1739.1102681882,59399
"534","2603203","Wayne County (Central)--Dearborn & Dearborn Heights Cities",1918.25427500084,1732.97790079524,51297
"535","0607111","San Bernardino County (Southwest)--Rancho Cucamonga City",2097.46882722469,1730.16429329066,55870
"536","5311606","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",1812.41558412838,1729.68631722813,47877
"537","0606511","Riverside County (Northwest)--Riverside City (West)",1923.27456069237,1724.14031436063,48766
"538","4001201","Tulsa County (Central)--Tulsa City (Central)",1869.18480331958,1723.38773676139,89372
"539","3900500","Toledo City (East)",1922.82418793174,1721.01244435799,54531
"540","1209504","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle",2040.71752309772,1718.19911890632,48151
"541","4802316","Dallas City (South Central)--North of I-20 & West of I-35E",1828.4187502978,1712.18071453049,35506
"542","5159309","Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West)",2257.08713039569,1711.50236265507,39215
"543","1703418","Cook County (Northwest)--Schaumburg Township (South & Central)",1848.26728473265,1709.68881992474,41061
"544","4804626","Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960",1990.36325729021,1708.51216537556,44357
"545","0804104","El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills",1775.96085446433,1706.4680659941,41688
"546","0400126","Maricopa County--Glendale City (North)",1881.42818443356,1705.15555532355,46091
"547","0608512","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)",2205.72743901129,1701.81305640758,36035
"548","2603204","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",1804.31739730688,1701.13274312227,61577
"549","1210302","Pinellas County (North Central)",1922.40395460316,1696.95711436679,49600
"550","4203501","Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships",3081.38749701762,1695.21313249694,45505
"551","4805304","Austin City (Southeast)",2460.51761100796,1690.24812482999,48680
"552","3601201","Erie County (Northwest)",2356.28899683161,1685.49768782476,48113
"553","0607702","San Joaquin County (Central)--Stockton City (South)",1824.76133543119,1682.86075549054,46120
"554","3904102","Columbus (North), Westerville & Worthington Cities",1845.08985283983,1682.08805837721,43200
"555","3603203","Nassau County (East Central)--Oyster Bay Town (Central)",1822.97316269027,1680.72966224356,33958
"556","4804602","Houston City (East Central)--East of I-45 & Inside Loop I-610",1976.95516486353,1679.65222541824,35511
"557","1302004","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",1876.72679398097,1674.57637747087,56089
"558","4802308","Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities",1834.95049674178,1672.05062538533,37432
"559","0804103","El Paso County (Central)--Colorado Springs City (Central)",1772.3773661891,1668.08364577748,46798
"560","5311101","Clark County (Southwest)--Vancouver City (West & Central)",1915.93863250806,1663.37936531884,44643
"561","2400507","Baltimore County--Catonsville, Woodlawn & Arbutus",1983.99290364212,1662.28729288065,40740
"562","0601302","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",1974.36640685447,1660.5506113351,44785
"563","1210306","Pinellas County (Central)--Greater Pinellas Park City",1844.98499744165,1659.63110643949,47818
"564","1209908","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",1869.0350032179,1658.50987057147,50615
"565","3401103","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough",2176.43557201017,1655.92776859161,41453
"566","0400209","Tucson City (Southeast)",1879.24577536208,1654.76248179146,46899
"567","2400502","Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",1906.50690550917,1651.02220279572,49468
"568","4703207","Memphis City (Southeast)",1924.79575820871,1648.52588834682,40736
"569","4804609","Houston City (North)--South of Aldine & Inside Beltway TX-8",1774.57739605792,1648.0950212312,43243
"570","2401107","Prince Georges County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",1940.3499127552,1645.824376008,43917
"571","3901803","Summit County (Central)--Akron City (East)",1831.5103023923,1645.51997075004,43140
"572","2901807","St. Louis County (Inner Ring South)",1718.10489065645,1645.24058810225,67987
"573","0600108","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",2320.43378271511,1640.41043756842,42232
"574","4804636","Houston City (West)--East of TX-6 & West of Beltway TX-8",2130.18880397455,1639.55458455285,43777
"575","4802315","Dallas City (West Central)--East of Loop TX-12 & West of I-35E",1925.34102577607,1636.87130173319,35450
"576","4804635","Houston City (West)--South of I-10 & West of TX-6",1828.46044356748,1630.45950022896,38547
"577","3603003","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",2605.60983858009,1629.37351481331,27958
"578","2901803","St. Louis County (Inner Ring North)",1731.31327353601,1628.92453944233,44734
"579","1703005","Kane County (Southeast)--Aurora Township",1979.72354710128,1628.65534747375,45491
"580","4802513","Fort Worth City (South Central) & Edgecliff Village Town",1707.95101653739,1627.88106863127,43988
"581","0800819","Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge",1970.8079172309,1623.78485535974,58751
"582","0609902","Stanislaus County (Central)--Modesto City (West)",1811.79010209537,1623.13106150707,38705
"583","0606705","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)",1972.7908015332,1621.04018522279,39767
"584","3603201","Nassau County (Northwest)--North Hempstead Town (North)",2590.03894993665,1620.68327970379,40576
"585","0605906","Orange County (North)--Yorba Linda, La Habra & Brea Cities",1946.56251135963,1620.30296354413,60926
"586","4400104","Providence County (Southeast)--Cranston & East Providence Cities",1891.70255811826,1619.78740702337,50428
"587","0606710","Sacramento County (Central)--Elk Grove City",1846.87410624918,1616.81189891853,49522
"588","0400128","Phoenix City (North)",1793.29673252026,1612.15915554971,38864
"589","5151164","Virginia Beach City (North)",1926.66994596117,1611.42967459346,57823
"590","3100903","Douglas County--Omaha City (Northeast)",2041.52931180726,1610.25545755598,41145
"591","1208621","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",2175.81536085852,1609.98473682001,30429
"592","1208616","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",2204.48245772936,1607.93736948049,35838
"593","4802503","Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities",1805.90491478022,1605.91964547305,42227
"594","2601802","Ingham County (Northwest)",1703.29161969027,1603.3987859482,48981
"595","3200403","Clark County (Central)--Greater North Las Vegas City",1930.51752255368,1599.2419693104,56474
"596","0400113","Phoenix City (Northeast)",1853.93916004032,1599.20071970243,42966
"597","0606513","Riverside County (West Central)--Corona (Northwest) & Norco Cities",1972.47645841842,1598.27831006599,45422
"598","2603004","Macomb County (Southeast)--Mount Clemens & Fraser Area",1723.41494349232,1596.01807476117,68071
"599","4804629","Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",1725.76386536097,1591.43271451488,46207
"600","2000602","Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities",1662.3766778858,1590.3375603375,66712
"601","0800818","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities",1876.97813135424,1589.36178415283,52276
"602","4101103","Marion County (West Central)--Salem (North), Keizer Cities & Hayesville",1786.60348871613,1588.45715529161,36552
"603","4202702","Berks County (Southwest)--Reading City",3357.9510491283,1587.97157941002,50741
"604","0601902","Fresno County (North Central)--Fresno City (North)",1787.91499092768,1586.49337783032,67630
"605","4703201","Memphis City (Central Riverside)",1811.97323489141,1586.47585614609,58699
"606","0400102","Maricopa County--Mesa City (North Central)",1783.77457365841,1579.69466578902,51201
"607","3603313","Suffolk County (West Central)--Babylon Town (Northwest)",1764.72240928867,1577.89367538318,33833
"608","2603003","Macomb County (Southwest)--Sterling Heights City",1632.08496432906,1570.94396060447,49838
"609","4805908","San Antonio City (West)--Between Loop TX-1604 & Loop I-410",1693.94693615816,1570.40926821689,37688
"610","1703413","Cook County (Southeast)--Thornton Township",1838.70604169654,1566.9580442985,61530
"611","1703205","DuPage County (East Central)--York Township",1708.83276021223,1566.36007677345,48165
"612","4804628","Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960",1798.90923405041,1564.09261883504,39949
"613","3400904","Middlesex County (North Central)--Metuchen Borough",1770.39343422226,1563.38280611386,38537
"614","3401403","Essex County (Northwest)",2037.98497926099,1559.64707172704,39142
"615","0607109","San Bernardino County (Southwest)--Rialto City",1858.79179130576,1559.27643382552,28657
"616","5151155","Portsmouth & Norfolk (Southwest) Cities",1800.14929917071,1558.87980022505,43967
"617","0607108","San Bernardino County (Southwest)--San Bernardino City (West)",1731.03310233786,1554.98937370544,46251
"618","3400502","Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)",1784.89704056823,1552.20594484071,38290
"619","3200411","Clark County (Central)--Henderson City (West)",1863.48367062762,1551.67692598408,86032
"620","0800808","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities",1724.30429548437,1546.83632020104,38700
"621","0800817","Jefferson County (Northeast)--Arvada City",1778.36313651382,1546.44288576631,48748
"622","3900400","Toledo City (West)",1690.23850896668,1543.24592038505,60139
"623","5541001","Milwaukee City (North)",1760.30352439127,1542.62966305193,40512
"624","4100703","Lane County (West Central)--Eugene City (West & South)",2008.33036496932,1538.72028013429,60353
"625","4935003","Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns",1788.27969023808,1538.05972604122,29433
"626","0601306","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",2112.4958904265,1537.30385104525,46380
"627","0400127","Maricopa County--Peoria City (South & Central)",1622.58616536645,1537.27019398913,40729
"628","1209507","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",1622.65272762232,1530.55733815923,46410
"629","5159305","Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",1983.36184946423,1529.54429308526,44255
"630","2502800","Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns",1719.73741631483,1527.53211396727,56522
"631","4935004","Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities",1704.81513058799,1527.22018032557,40219
"632","0608513","Santa Clara County (Central)--San Jose City (Southeast/Evergreen)",2070.55887981313,1524.53181354991,31911
"633","4804619","Houston (Southeast) & South Houston Cities--Inside Beltway TX-8",1692.922533939,1523.21193650371,33940
"634","3904603","Montgomery County (East Central)--Dayton & Riverside Cities",1827.67224775817,1520.99561831272,69909
"635","0400120","Phoenix City--Ahwatukee & South Mountain",1744.11828524762,1520.42411817694,40140
"636","4802302","Dallas County (Northeast)--Garland City (South)",1658.25531097353,1520.36873921129,34435
"637","4802507","Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820",1645.80675917548,1519.97251250648,45530
"638","1201101","Broward County (West)--Coral Springs & Parkland Cities",1739.56951972755,1519.90084714064,49985
"639","4935008","Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",1812.65467408119,1519.83901976698,37611
"640","4802002","Denton County (Southeast)--Lewisville City",2020.72955671909,1519.48414783192,41618
"641","2301000","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2440.60779264107,1514.50102611,49002
"642","3500801","Albuquerque City (Far Northeast Heights)",1951.6623117077,1513.75099594806,42470
"643","0800803","Boulder County (Central)--Boulder City",2417.7058531488,1509.44675923685,49935
"644","0605302","Monterey County (Northeast)--Salinas City",2469.51572810637,1499.14879884477,44261
"645","5310501","Spokane County (North Central)--Spokane City (North)",1754.76008067259,1498.61807827917,51475
"646","0608106","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",2444.94735022626,1498.33364652139,37572
"647","4804634","Harris County (West)--Houston City (West)--North of US-90 & West of TX-6",1648.85335931168,1496.42553922321,34835
"648","0400130","Maricopa County--El Mirage City & Sun City",1587.34713148596,1496.42301108449,58016
"649","5311612","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",1916.59005882183,1496.2878789132,48069
"650","0609501","Solano County (Southwest)--Vallejo & Benicia Cities",1880.29927617601,1495.26340878642,53449
"651","2001303","Sedgwick County (Central)--Wichita City (Central)",1572.7358812788,1492.06099720818,48687
"652","0607107","San Bernardino County (Southwest)--San Bernardino City (East)",1708.21934783699,1488.89854907792,31021
"653","4804611","Houston City (Northwest)--Between Loop I-610 & Beltway TX-8",1792.46799612243,1488.83656921486,38231
"654","4949003","Utah County (Central)--Provo City",2521.30760819579,1487.81056721541,32923
"655","1302002","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",1542.88147667955,1484.50156110561,51687
"656","4802322","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",1789.83635812702,1482.86491699264,44041
"657","1901700","Des Moines City",1676.37581259994,1480.45910534149,79219
"658","1800101","Lake County (Northwest)--Hammond & East Chicago Cities",1869.96020905844,1477.38092437194,40384
"659","3500803","Albuquerque City (Southeast Heights)",2087.57095690778,1476.90849119395,42681
"660","0400208","Tucson City (South)",1667.1236311662,1476.41305918551,34804
"661","0603702","Los Angeles County (Northwest)--Santa Clarita City",1882.45467806173,1475.21929838534,63609
"662","2701404","Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities",1570.95738578971,1470.85691475981,43658
"663","4805912","San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410",1532.59977599842,1470.02630677319,40814
"664","1209909","Palm Beach County (West of Boca Raton City)",1821.89827380711,1462.88149596438,41295
"665","0608303","Santa Barbara County--South Coast Region",2512.78560270373,1455.05640057411,73759
"666","2601703","Genesee County (Central)--Flint City Area",1549.37859618432,1454.70681662584,39780
"667","1703204","DuPage County (Southeast)--Downers Grove Township",1664.76214484698,1453.20503738672,57892
"668","1600702","Ada County (Northeast)--Boise (North & West) & Garden City Cities",1661.62566741592,1453.0121788322,42694
"669","0607304","San Diego County (Northwest)--Carlsbad City",1699.68767447508,1451.61901342196,47509
"670","0804105","El Paso County (Central)--Colorado Springs City (South) & Security-Widefield",1777.70464725819,1450.55276395724,42211
"671","0604102","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",1939.16617186426,1447.11982506448,60461
"672","5311611","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",1665.56623056627,1444.75326371911,47769
"673","2400503","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",1737.534271746,1444.14322718372,47100
"674","0603709","Los Angeles County (Central)--San Gabriel Valley Region (North)",1823.30635467856,1443.54661735187,38794
"675","3701202","Raleigh City (North)",1582.11340113647,1442.90292709438,58600
"676","0606706","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",1800.95414690223,1442.81957316768,36618
"677","3904108","Columbus (Southeast) & Reynoldsburg Cities",1551.71623376623,1442.55699403238,49457
"678","0900305","New Britain, Berlin & Plainville Towns",2082.23297926713,1441.92485253914,44322
"679","1703203","DuPage County (South Central)--Lisle Township",1569.13032741565,1441.46801752122,46449
"680","2401202","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",1675.03248683882,1434.57657533853,42494
"681","4802511","Fort Worth City (North)--East of I-35W & West of US-377",1572.28155087986,1432.9955039571,39590
"682","5159303","Fairfax County (Central) & Fairfax City--Burke",1512.03689572738,1431.31383210078,51342
"683","0601904","Fresno County (Central)--Fresno City (Southwest)",1796.64568530335,1430.30379569753,53339
"684","1703202","DuPage County (Central)--Milton Township",1595.80997156836,1428.42906296519,43247
"685","5311613","King County (Southwest Central)--Kent City",1667.84618814057,1424.19812997687,43798
"686","0400131","Maricopa County--Surprise City (Central)",1596.96036235518,1422.78172304235,41484
"687","4702503","Nashville-Davidson (Central)",1585.96140428541,1418.37942679191,49071
"688","1301001","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",1672.10907484632,1415.49645226977,52649
"689","0605905","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",2259.69874780499,1414.02726828296,70847
"690","0608301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt",1744.08600308502,1409.95731920703,36449
"691","4805903","San Antonio City (Southeast)--Inside Loop I-410",1574.61329105295,1405.83838335186,39288
"692","0601303","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",2277.14520084247,1400.40619918906,50630
"693","4804610","Houston City (North)--West of Aldine & Inside Beltway TX-8",1525.14873838568,1399.75086770481,34101
"694","2504000","Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns",1781.43691152365,1398.46616776676,44498
"695","4802504","Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities",1503.92562615486,1397.09453624828,35052
"696","4703202","Memphis City (Central Midtown)",1473.27109258987,1394.18490981603,49956
"697","5310502","Spokane County (South Central)--Spokane City (South)",1850.58724523184,1393.91250009716,51480
"698","3904110","Columbus City (West)",1667.92549786453,1393.42545834823,38526
"699","3200402","Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities",1734.21880109385,1391.75139231287,45173
"700","1207301","Leon County (Central)--Tallahassee City (Central)",1650.84995916033,1384.15848639301,56578
"701","4805303","Austin City (Northeast)",1649.7544489741,1383.94747397826,51709
"702","5311102","Clark County (West Central)--Salmon Creek & Hazel Dell",1569.02934073924,1381.37613262524,43262
"703","4202901","Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities",2020.29316668693,1378.98985768229,64941
"704","4802314","Dallas City (East Central)--South of I-30 & East of I-35E",1512.86707077528,1377.23988445237,39904
"705","3601204","Erie County (Central)",1602.2884716481,1376.75339490142,66225
"706","1210103","Pasco County (Gulf Coast)",1569.43736455436,1374.49418239184,57636
"707","4001001","Oklahoma County (Southwest)--Oklahoma City (West Central)",1699.97626079143,1372.68623281854,39001
"708","1703409","Cook County (West Central)--Lyons & Stickney Townships",1579.0780910534,1371.59054929415,52492
"709","2701410","Hennepin County--Bloomington & Richfield Cities",1549.50678128123,1368.46339176652,51391
"710","0606702","Sacramento County (Central)--Rancho Cordova City",1868.64251958346,1367.42351341934,42087
"711","4802305","Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635",1471.66358832266,1366.91500479262,38639
"712","5151175","Newport News City",1557.73243351448,1365.82725473896,68665
"713","0601905","Fresno County (Central)--Fresno City (Southeast)",1698.47891420397,1364.28355494143,30371
"714","0603711","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",1674.4381198488,1363.72939508987,56297
"715","4202401","Dauphin County (Central)--Harrisburg City & Colonial Park",2018.69329268928,1362.13499095728,65883
"716","3500804","Albuquerque City (Central) & Bernalillo County (North Valley)",1552.95508187887,1360.3201095016,43081
"717","3703103","Charlotte City (Northeast)",1488.59369729067,1358.92584929002,43582
"718","1203103","Duval County (North Central)--Jacksonville City (Arlington)",1457.47237782493,1358.69133386606,42164
"719","4101318","Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities",1580.01975764928,1354.88838160744,68839
"720","2603202","Wayne County (North Central)--Livonia City & Redford Charter Township",1445.13588155303,1350.98488881256,55313
"721","3703105","Charlotte City (Southwest)",1627.82368006966,1350.07483742286,46453
"722","2401006","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",1835.96602220579,1348.72160757808,41736
"723","0608104","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",2652.49693735771,1347.87773150336,47801
"724","1304600","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)",1528.7378613494,1346.32117738856,46616
"725","1211703","Seminole County (South Central)",1429.40123804987,1345.46520975547,41921
"726","1208102","Manatee County (West Central)",1551.6711816676,1344.53220868998,48836
"727","2400505","Baltimore County--Perry Hall, Middle River & Rosedale",1575.0876006713,1343.45866914761,42290
"728","0607320","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",1594.35623870121,1342.21598402441,43795
"729","1211501","Sarasota County (North)",1445.61871790182,1342.10625246217,56725
"730","3701201","Raleigh City (South & Central)",1578.76028154083,1342.09947886909,53193
"731","4200701","Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs",1886.69450324567,1341.77586618542,43720
"732","3905502","Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown",1494.22159129412,1336.63706122696,59606
"733","1205704","Hillsborough County (North Central)",1594.64689420631,1333.30418030857,62908
"734","4802509","Fort Worth (Northeast) & Hurst (South) Cities--North of I-30",1569.95383885644,1332.92273486447,52816
"735","4805902","San Antonio City (Northeast)--Inside Loop I-410",1458.73309274321,1332.15507536835,45268
"736","4805905","San Antonio City (West)--Inside Loop I-410",1513.30483515718,1331.57044884556,32933
"737","0611104","Ventura County (Southwest)--San Buenaventura (Ventura) City",1656.94858191581,1330.3172865027,45101
"738","5151186","Hampton City",1504.40386282379,1327.50496922169,53555
"739","2901805","St. Louis County (Central)",1830.62007818898,1326.66351234909,49260
"740","0602902","Kern County (Central)--Bakersfield City (West)",1570.14379821788,1325.56751869716,69196
"741","1208624","Miami-Dade County (South)--Homestead City (North) & Florida City (North)",1537.46548929237,1324.05376564163,30188
"742","2602907","Oakland County (South Central)--Farmington & Southfield Area",1573.53147100013,1321.49094424724,72968
"743","0607115","San Bernardino County (Southwest)--Fontana City (West)",1478.4065114079,1320.38172563647,30715
"744","1802302","Marion County--Washington Township (South & East)--Indianapolis City (North)",1487.67844077574,1319.35781063905,48401
"745","0400105","Maricopa County--Gilbert Town (North)",1395.83866891881,1317.50381335567,45401
"746","4203106","Montgomery County (South Central)",1619.27201151668,1314.4175793648,64385
